archived,first_name,last_name,email,house
false,Stan,Murphy,stanmurphy@fake.email,Team Guava
false,Stella,Emmerich,stellaemmerich@fake.email,Team Kiwi
false,Stewart,DAmore,stewartdamore@fake.email,Team Dragonfruit
false,Susana,Mueller,susanamueller@fake.email,Team Dragonfruit
false,Sydni,Shields,sydnishields@fake.email,Team Guava
false,Tamara,Mueller,tamaramueller@fake.email,Team Durian
false,Tavares,Witting,tavareswitting@fake.email,Team Durian
false,Terrence,Yundt,terrenceyundt@fake.email,Team Guava
false,Terry,Brown,terrybrown@fake.email,Team Guava
false,Tess,Fadel,tessfadel@fake.email,Team Durian
false,Tessie,Mills,tessiemills@fake.email,Team Durian
false,Thea,Frami,theaframi@fake.email,Team Dragonfruit
false,Thea,Marks,theamarks@fake.email,Team Durian
false,Toby,Howell,tobyhowell@fake.email,Team Durian
false,Tod,Legros,todlegros@fake.email,Team Dragonfruit
false,Tom,Bednar,tombednar@fake.email,Team Dragonfruit
false,Tomas,Langosh,tomaslangosh@fake.email,Team Durian
false,Torey,Glover,toreyglover@fake.email,Team Dragonfruit
false,Torey,Mueller,toreymueller@fake.email,Team Kiwi
false,Torrance,Kris,torrancekris@fake.email,Team Guava
false,Trudie,Jerde,trudiejerde@fake.email,Team Kiwi
false,Trycia,Klocko,tryciaklocko@fake.email,Team Kiwi
false,Trystan,Weimann,trystanweimann@fake.email,Team Kiwi
false,Tyra,OConnell,tyraoconnell@fake.email,Team Kiwi
false,Tyree,Nolan,tyreenolan@fake.email,Team Dragonfruit
false,Tyrel,Hartmann,tyrelhartmann@fake.email,Team Guava
false,Tyson,Lebsack,tysonlebsack@fake.email,Team Dragonfruit
false,Uriah,Dach,uriahdach@fake.email,Team Dragonfruit
false,Uriel,Kling,urielkling@fake.email,Team Kiwi
false,Vance,Keeling,vancekeeling@fake.email,Team Guava
false,Vaughn,Wiza,vaughnwiza@fake.email,Team Durian
false,Verner,Leannon,vernerleannon@fake.email,Team Dragonfruit
false,Vernice,Zulauf,vernicezulauf@fake.email,Team Durian
false,Vida,Dicki,vidadicki@fake.email,Team Kiwi
false,Violet,Runolfsdottir,violetrunolfsdottir@fake.email,Team Dragonfruit
false,Werner,Cummerata,wernercummerata@fake.email,Team Guava
false,Wiley,Little,wileylittle@fake.email,Team Dragonfruit
false,Willard,Halvorson,willardhalvorson@fake.email,Team Guava
false,Willie,Lind,willielind@fake.email,Team Durian
false,Xander,Lynch,xanderlynch@fake.email,Team Durian
false,Yasmin,Towne,yasmintowne@fake.email,Team Dragonfruit
false,Zakary,Cronin,zakarycronin@fake.email,Team Dragonfruit
false,Zoie,Armstrong,zoiearmstrong@fake.email,Team Durian
false,Zoila,Hoppe,zoilahoppe@fake.email,Team Durian
true,Addie,Swaniawski,addieswaniawski@fake.email,Team Kiwi
true,Aidan,Weissnat,aidanweissnat@fake.email,Team Durian
true,Alek,Dibbert,alekdibbert@fake.email,Team Kiwi
true,Alexandra,Rutherford,alexandrarutherford@fake.email,Team Dragonfruit
true,Allene,Pfeffer,allenepfeffer@fake.email,Team Guava
true,Amir,Olson,amirolson@fake.email,Team Durian
true,Ara,Lind,aralind@fake.email,Team Kiwi
true,Bethany,Weimann,bethanyweimann@fake.email,Team Dragonfruit
true,Camille,Morissette,camillemorissette@fake.email,Team Guava
true,Caroline,Zieme,carolinezieme@fake.email,Team Durian
true,Carolyn,Kuhn,carolynkuhn@fake.email,Team Kiwi
true,Catharine,Fay,catharinefay@fake.email,Team Dragonfruit
true,Clement,Flatley,clementflatley@fake.email,Team Guava
true,Coleman,Smith,colemansmith@fake.email,Team Durian
true,Cora,Collins,coracollins@fake.email,Team Kiwi
true,Devyn,Carter,devyncarter@fake.email,Team Dragonfruit
true,Drew,Roob,drewroob@fake.email,Team Guava
true,Hassan,Okuneva,hassanokuneva@fake.email,Team Durian
true,Heloise,Veum,heloiseveum@fake.email,Team Kiwi
true,Hosea,Stehr,hoseastehr@fake.email,Team Dragonfruit
true,Jenifer,Yundt,jeniferyundt@fake.email,Team Guava
true,Jonas,Funk,jonasfunk@fake.email,Team Durian
true,Jude,Schamberger,judeschamberger@fake.email,Team Kiwi
true,Kailey,Welch,kaileywelch@fake.email,Team Dragonfruit
true,Kiley,Breitenberg,kileybreitenberg@fake.email,Team Guava
true,Lelah,Adams,lelahadams@fake.email,Team Durian
true,Madge,DuBuque,madgedubuque@fake.email,Team Kiwi
true,Makenzie,Runte,makenzierunte@fake.email,Team Dragonfruit
true,Marlen,Schiller,marlenschiller@fake.email,Team Guava
true,Maryam,Feest,maryamfeest@fake.email,Team Durian
true,Mikel,Frami,mikelframi@fake.email,Team Kiwi
true,Mikel,Kerluke,mikelkerluke@fake.email,Team Dragonfruit
true,Nicholaus,Upton,nicholausupton@fake.email,Team Guava
true,Nichole,Murphy,nicholemurphy@fake.email,Team Durian
true,Preston,Schumm,prestonschumm@fake.email,Team Kiwi
true,Rickie,Ziemann,rickieziemann@fake.email,Team Dragonfruit
true,Sim,Wolff,simwolff@fake.email,Team Guava
true,Timmothy,Rolfson,timmothyrolfson@fake.email,Team Durian
true,Valentine,Nikolaus,valentinenikolaus@fake.email,Team Kiwi
true,Vernice,Rosenbaum,vernicerosenbaum@fake.email,Team Dragonfruit
true,Violet,Ratke,violetratke@fake.email,Team Guava
true,Zella,Lakin,zellalakin@fake.email,Team Durian
